위치,업소명,리뷰
서울 광진구 자양로13길 60 1층,조현우국밥,"맛있습니다.
타 고기국밥집과 다르게 국밥에 두부가 들어있어 호불호가 갈릴 것 같습니다."
서울 광진구 자양로13길 60 1층,조현우국밥,"얼큰국밥 주문
맑고 담백하고 얼큰 칼칼한 국물. 매운 고추기름을 사용하시는듯 하다
건더기도 겉보기와 다르게 은근히 많은 점도 만족스럽다"
서울 광진구 자양로13길 60 1층,조현우국밥,"여자친구가 갈비탕을 먹구 저는 돼지국밥을 먹었습니다! 결론부터 말씀드리면 제 인생의 돼지국밥입니다.  먹는내내 와 하면서 먹었구요..
깍두기도 3번 리필한거 같습니다. 병원 때문에
서울 올라와서 먹었지만, ㅠㅠ 저희 동네에 있었으면
주기적으로 먹었을꺼 같아요..! 이렇게 후기를
남기는적은 처음이지만 여기는 남길만 한거 같네요 ㅎㅎ 추천 드립니다 ~! 접기"
서울 광진구 자양로13길 60 1층,조현우국밥,고기가 별로네요
서울 광진구 자양로13길 60 1층,조현우국밥,"깔끔하고 양도 든든했어요
찐맛집 까지는 아니고 무난하게 만족할만한 집이에요"
서울 광진구 자양로13길 60 1층,조현우국밥,"너무맛있어요~ 동네국밥중 단연 최고였어요
맑고깨끗한 국물에 부드러운 고기.
넉넉한 양

맛난 짱아찌.  자주가겠습니다~~ 접기"
서울 광진구 자양로13길 60 1층,조현우국밥,그럭저럭 무난한 맛집. 조용한 곳
서울 광진구 자양로13길 60 1층,조현우국밥,여기 돼지국밥 주재료가…
서울 광진구 자양로13길 60 1층,조현우국밥,돼지국밥 국물이 깔끔해요. 자주 갑니다!
서울 광진구 자양로13길 60 1층,조현우국밥,"돼지국밥 보단 갈비탕 훨나음
김치는 알아서 떠먹는 구조
국에 말아먹고 싶은 맛은 아님
무난함 접기"
서울 광진구 자양로13길 60 1층,조현우국밥,혹시 주인이 바꼈나요? 갈비탕을 먹는데 갈비가 쪽갈비라 엄청 퍽퍽해요 좀 아쉽네요
서울 광진구 자양로13길 60 1층,조현우국밥,소꿉장난같은 맛
서울 광진구 자양로13길 60 1층,조현우국밥,진짜 진짜 맛있는 곳 웨이팅할만한 곳 운동선수가 가야 한그릇 먹고 올듯 한 양
서울 광진구 자양로13길 60 1층,조현우국밥,"제가 광화문에 있는 광화문국밥을 진짜 좋아하는데 서울 동쪽에선 여기가 짱인거같아요(합정은 합정옥도 맛있어요,,) 맑은 국물 좋아하시면 너무 깔끔하고 취향에 맞을듯 합니다 음식도 진짜 정갈하고 정성스러워서 자주 먹을 듯 해요><"
서울 광진구 자양로13길 4,금문,"삼선볶음밥, 삼선짬뽕 굳. 짜장은 클래식함. 탕슉 맛난"
서울 광진구 자양로13길 4,금문,ㅎ24년 10월이후 탕볶밥 시켜보면 재방문 0임 ㅎ 어이가 없음
서울 광진구 자양로13길 4,금문,화교가 하는 중국집으로 짜장맛이 일품이에요.
서울 광진구 자양로13길 4,금문,가격대는 너무 좋고 음식맛도 너무 자극적이지 않아서 좋아요! 대긴 물통이....음료수통을 재활용하고 있었어요 ㅠㅠ
서울 광진구 자양로13길 4,금문,"짜장면 곱 7000원
맛 있네요"
서울 광진구 자양로13길 4,금문,짬뽕 배터지게 먹고싶으면 와라
서울 광진구 자양로13길 4,금문,근처 배달 중국집중에 젤 나은듯
서울 광진구 자양로13길 4,금문,식탁에 바퀴벌레 기어다녀서 말씀드렸는데 잡기만 하고 사과하시지도 않네요..
서울 광진구 자양로13길 4,금문,탕볶밥 가서 먹으면 예술임
서울 광진구 자양로13길 4,금문,"쟁반짜장이랑 짜장면만 먹어봤어요
맨첨에 저녁8시반엔가 갔을때는 마감시간이라 그런지 미지근한 짜장면 나와서 대실망했었어요
근데 다른 시간대에 가보니 괜찮던데요
아주 최고 맛집이라고는 아니지만, 그래도 평타는 치는것같아요
특히 요즘 서울물가에 현금 결제시 이가격이면, 이건 뭐 가성비 깡패인정이요 '-' 접기"
서울 광진구 자양로13길 4,금문,쟁빈짜장 해물비린내 너무심각 ㅠㅠ
서울 광진구 자양로13길 4,금문,전체적으로 맛이 별로였어요
서울 광진구 뚝섬로59길 63,병천토종순대,시장에서 먹는 국밥 느낌
서울 광진구 뚝섬로59길 63,병천토종순대,늘 맛있게 먹구 있어용~
서울 광진구 뚝섬로59길 63,병천토종순대,"사장님 꼭 보셨으면.
갈비탕 너무 뜨거워서 입천장, 혀에 화상입습니다.
고기는 호주산인데 냄새납니다. 맡아보고 내셨으면."
서울 광진구 아차산로 374,양평해장국,"내장탕맛 좋아
고추절임과 생마늘절임 때문에 올듯...
나만의 양평집 쉿!

쉿뜨  또왔네 ㅎ 접기"
서울 광진구 아차산로 374,양평해장국,"위생상태 너무 안좋음닐단 가게안은 정말 
깍두기그릇에 손가락 담가서 국물 묻으니까 손으로 쪽 빠심. ㅠㅠ
밥도 온장고 안에서 몇일 있었는지 모를 상태 

해장국 상태 헉 와 냄새부터 뭔가 먹으면 배아플 .. 내장상태는 뭐 끓여놓고 오래둔 상태로 보이고 
일단
집에와서 10분 정도 더 끓이고 깍두기버리고 대신 치킨무 
밥은 속만 파먹고 버림. 

절대 절대 노!!! 접기"
서울 광진구 아차산로 374,양평해장국,맛나고 좋아요 ㅡ 소주도 한잔 ~^
서울 광진구 아차산로 374,양평해장국,가지마..... 위생 -1000점.
서울 광진구 아차산로 374,양평해장국,"맛, 가격 평균보다는 약간 나음. 친절, 위생 면에서 그 평범함을 끌어내림. 주문은 꼭 두번이상 얘기해야함. 위생상태도 좋아보이진 않는데, 그릇 안쪽으로 손 넣음. 설거지 신경.. 아무리 뼈 담는 그릇이라도 손님밥상에 지저분한 그릇을.. 그 그릇안에 양파접시, 덜어먹는 접시를 같이.. 접기"
서울 광진구 아차산로 374,양평해장국,"넘나친절해여 
맑은국물최고"
서울 광진구 아차산로 374,양평해장국,오래된 단골집인데 엄청 맛있다기보다는 가끔 생각나는곳
서울 광진구 아차산로 374,양평해장국,"너무 맛있습니다. 매장가서 먹다가 요즘 날이 추워 시켜먹어도 푸짐하고 넘  좋습니다 . 찐맛집
동네 오래살았지만 많은 해장국집 중 이집이 최고인듯
번창하세요^^

 접기"
서울 광진구 아차산로 374,양평해장국,"간만에 맛있는 해장국 먹었네요
양도많고 선지도 많이달라하니 추가로 더주셔서 배부르게 먹었습니다 사장님도 친절하시고 앞으로 자주 오게될거같아요"
서울 광진구 아차산로 374,양평해장국,"늘상 먹는곳!!
배민으로도 시켜먹고 지나가다가 먹고싶으면
포장해서도 먹고ㅎㅎ
매니아라 그런지 너무너무 맛이쪙
양도많고 맛은 변함없는 늘 같은맛!!
사장님 번창하시고 
또 먹으러올께요 접기"
서울 광진구 아차산로 374,양평해장국,방금 제 동생이 포장해왔는데요. 진짜 어처구니가 없네요. 해장국에 밥 당연히 포함인데 조리 중에 밥도 달라고 말했다고 왜 그걸 이제 말하냐고 눈치주고 3인분 사는데 카드계산한다고 비아냥거리면서 웃으셨다고 들었어요. 밥도 반공기정도밖에 안돼보이는데 포장도 개발새발로 왔고 심지어 이게 오늘 한 번이 아니네요. 그딴 식으로 장사하지 마세요. 손님도 사람입니다 존중이고 예의고 모르는 아줌마. 오늘 다른집들 문닫아서 어쩔수없이 갔는데 후회되네요. 밥먹으러가서 기분 망쳐도 상관없는 분들 방문하세요.  접기
서울 광진구 아차산로 374,양평해장국,맛도 그저그렇고 불친절해요
서울 광진구 아차산로 374,양평해장국,"뼈해장국 최고에요.
김치가 제일 맛나요."
서울 광진구 아차산로 374,양평해장국,맛있는집
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,"테이블, 식기류 등 깨끗하고 음식도 맛있어요!
김치도 맛있고 친절함
또 갈 것임"
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,"구의역주민인데, 순대국 먹고 싶을 때 맨날 먹어요. 갈 때마다 항상 맛있고 깨끗하고 주인아주머니도 친절하십니다🥰"
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,아주머니와 문신있는 아저씨 왕불친절하고 맛도 없어욬 밥이 무슨 떡인줄 알았어여🥲
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,포장하면 공기밥 돈내야함 국물만줌
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,무난한 프랜차이즈 국밥 맛입니다. 다른 프랜차이즈에 비해 국물 맛은 좀 심심한 편입니다. 24시간이고 시설 깔끔하고 친절하십니다.
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,"오르는 금액만큼 음식의 질은 점점 낮아짐.
갈때마다 만족도가 떨어져 재방문은 이제그만."
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,"포장으로는 최악
매장식사와 가격은 같은데
공기밥 김치 깍두기 전부 별도 구매하라네"
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,"9,000원 순댓국(고기만) 시켰는데 고기 비계도 그리 많지 않고 깔끔하게 잘 먹었습니다! 셀프바에서 마늘 양파랑 같이 드시면 더욱 깔끔하게 잘 먹을 수 있을 것 같아요^^"
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,먹고체함….짐 2틀째 고생중…..
"서울 광진구 자양로 109 1층 108, 109호",계경순대국 광진구청점,"딱 프랜차이즈 순대국집
테이블 간 사이 거리는 매우 좁다. 
시끄럽고 주문도 김밥천국처럼 종이로 했지만 잘못된 음식이 나오기도 한다.(먹기전에 꼭 확인하시길..)
모든 프랜차이즈가 그런것은 아니지만 만두가 시판용 맛이 딱 느껴지고.. 만두 간장을 갈비탕 고기 찍어먹는 와사비 간장을 준다. 
순대국은 시판용 같으면서도 그보다도 맛이 없다고 느껴진다.
미리 세팅해놓은 밑반찬에는 먼지가 들어가있는 것이 보이고, 주방에서는 이제 배달 받지 말라 소리치고, 주문 자기가 받아주겠다며 종이 들고 다니는 캐셔 아마도 사장님은 포스에 잘못 찍으시는 것 같고..

총체적난국..

다시는 방문하지 않을 것 같은데.. 의외의 복병은 그나마 김치는 맛있다. (김치가 별1개를 살림) 접기"
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,"쌀국수 양 많고 고기도 많이 있어요 
국물이 시원해서 완전 해장하기 좋음
고수는 안들어가서 따로 요청하면 듬뿍 주심"
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,"☆ 제 입맛의 기준은 프로필을 참고해주세요.

4점 - 가끔 쌀국수로 해장하고 싶을때. 양이 많았고, 고기가 부드러웠음. 사장님 친절하심. 접기"
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,"얼큰소고기국밥, 냉면 먹었는데 
냉면이 더 만족스러워용"
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,"전골 맛있었어요 고기도 많이 들어가고
근데 술마실만한 분위기보단 밝아서 밥먹기 좋은듯해요
사장님께서 친절하고 재밌으십니다
소스류 설명도 잘해주시고요 ㅎㅎ
좀이따가 냉면먹으러 가보게요 접기"
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,매운 쌀국수 진짜 맛있어요 쌀국수 맛집인듯! 전골은 쌀국수 국물 베이스라서 개인적으로 많이 느끼했습니다 추천~
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,"양은 많은데 맛은 보통 과식하고 싶은 맛은 아니고 적당히 배차면 더는 안먹을 맛 그냥 보통이다 

1점 = 배가 고파도 안먹는다 진짜 별루다
2점 = 배가 안고플정도만 먹고 더는 먹기 싫다 
3점 = 배가 찰 정도만 먹고 더는 먹을 가치는 없다
4점 = 배 부르게 먹었지만 과식할 정도는 아니다
5점 = 너무 맛있어서 과식해 버렸다!!!!
 접기"
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,양많고 맛있어요!
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,양도 푸짐하고 너무 맛있게 먹었어요! 얼큰 소고기 국밥이랑 쌀국수인데 고기도 많이 들었고 든든하고 따뜻하고 맛있어서 한그릇 싹 비워먹었어요! 또 생각날 것 같아요!
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,날씨가 쌀쌀해져 뜨끈한 쌀국수가 생각나서 다녀왔는데 넘 맛있게 잘 먹구 왔어요! LA갈비 먹으니 밥 생각이 절로나더라는. 담번엔 물냉면에 LA갈비 조합으로도 먹어보려구요!
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,너무 맛있어서 둘이 먹다가 한명 죽어도 모르게써여
서울 광진구 아차산로49길 28-2 1층 101호 라라면옥,라라면옥,구의 먹자골목 유일무이 쌀국수 맛집!
서울 광진구 아차산로51길 46,논밭집,위생 최악임. 순두부 안들어간 순찌 다시 걷어가더니 순두부만 넣고 고대로 다시나옴. 남이 먹던 그릇이 나한테 왔네? 구청에 신고넣음. 코로나 이후로 그나마 순찌 먹으러 가던 것도 안가게 됨
